,Alert,Coordinates,CDI,Code,Detail,Depth,Magnitude,Waveform,ID,Felt,Gap,MMI,Net,NST,RMS,Place,Sig,Sources,Status,Time,Title,Tsunami,Type,TZ,Updated,URL
1994,,"[-115.7673, 38.3878, 11.6]",,00675713,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00675713&format=geojson,0.148,1.1,ml,",nn00675713,",,259.18,,nn,8.0,0.1311,"46km SSW of Currant, Nevada",19,",nn,",reviewed,1548485010902,"M 1.1 - 46km SSW of Currant, Nevada",0,earthquake,-480.0,1548532774473,https://earthquake.usgs.gov/earthquakes/eventpage/nn00675713
1995,,"[-145.1971, 63.6274, 10.9]",,019173sfmv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019173sfmv&format=geojson,,1.2,ml,",ak019173sfmv,",,,,ak,,0.3,"27km S of Deltana, Alaska",22,",ak,",reviewed,1548484870643,"M 1.2 - 27km S of Deltana, Alaska",0,earthquake,-540.0,1549300864485,https://earthquake.usgs.gov/earthquakes/eventpage/ak019173sfmv
1996,,"[-121.1801667, 36.6983333, 11.51]",,73136646,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73136646&format=geojson,0.07666,1.41,md,",nc73136646,",,85.0,,nc,21.0,0.17,"16km SE of Tres Pinos, CA",31,",nc,",reviewed,1548484653540,"M 1.4 - 16km SE of Tres Pinos, CA",0,earthquake,-480.0,1549516563907,https://earthquake.usgs.gov/earthquakes/eventpage/nc73136646
1997,,"[-116.786, 33.4865, 3.78]",,38205799,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38205799&format=geojson,0.02845,0.29,ml,",ci38205799,",,70.0,,ci,17.0,0.16,"9km ENE of Aguanga, CA",1,",ci,",reviewed,1548484399360,"M 0.3 - 9km ENE of Aguanga, CA",0,earthquake,-480.0,1548687411352,https://earthquake.usgs.gov/earthquakes/eventpage/ci38205799
1998,,"[-97.4544, 38.8294, 5]",3.1,2000j94l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j94l&format=geojson,0.712,2.8,mb_lg,",us2000j94l,",15.0,52.0,,us,,0.54,"12km SW of Solomon, Kansas",125,",us,",reviewed,1548483659850,"M 2.8 - 12km SW of Solomon, Kansas",0,earthquake,-360.0,1555089318040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j94l
1999,,"[-149.8908, 61.4287, 37.2]",,019173na5x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019173na5x&format=geojson,,1.6,ml,",ak019173na5x,",,,,ak,,0.38,"10km SSE of Big Lake, Alaska",39,",ak,",reviewed,1548483427681,"M 1.6 - 10km SSE of Big Lake, Alaska",0,earthquake,-540.0,1549300863739,https://earthquake.usgs.gov/earthquakes/eventpage/ak019173na5x
2000,,"[-120.2103333, 36.057, 5.9]",,73136641,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73136641&format=geojson,0.08169,1.43,md,",nc73136641,",,169.0,,nc,27.0,0.08,"9km NW of Avenal, CA",31,",nc,",reviewed,1548482468020,"M 1.4 - 9km NW of Avenal, CA",0,earthquake,-480.0,1549506963959,https://earthquake.usgs.gov/earthquakes/eventpage/nc73136641
2001,,"[-115.9793, 36.9697, 8.7]",,00675712,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00675712&format=geojson,0.024,-0.3,ml,",nn00675712,",,140.75,,nn,20.0,0.1606,"69km E of Beatty, Nevada",0,",nn,",reviewed,1548482447383,"M -0.3 - 69km E of Beatty, Nevada",0,earthquake,-480.0,1548532588574,https://earthquake.usgs.gov/earthquakes/eventpage/nn00675712
2002,,"[-116.8038333, 33.5126667, 1.63]",,38205631,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38205631&format=geojson,0.07651,0.1,ml,",ci38205631,",,81.0,,ci,14.0,0.18,"10km NE of Aguanga, CA",0,",ci,",reviewed,1548482305910,"M 0.1 - 10km NE of Aguanga, CA",0,earthquake,-480.0,1548687413748,https://earthquake.usgs.gov/earthquakes/eventpage/ci38205631
2003,,"[-118.9618333, 37.5766667, -2.01]",,73136636,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73136636&format=geojson,0.04041,0.16,md,",nc73136636,",,225.0,,nc,7.0,0.04,"7km SSE of Mammoth Lakes, CA",0,",nc,",reviewed,1548482016530,"M 0.2 - 7km SSE of Mammoth Lakes, CA",0,earthquake,-480.0,1548701283548,https://earthquake.usgs.gov/earthquakes/eventpage/nc73136636
2004,,"[-118.8869, 38.0718, 9.3]",,00675651,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00675651&format=geojson,0.084,1.4,ml,",nn00675651,",,75.18,,nn,16.0,0.2134,"36km SE of Bridgeport, California",30,",nn,",reviewed,1548481375997,"M 1.4 - 36km SE of Bridgeport, California",0,earthquake,-480.0,1548525012859,https://earthquake.usgs.gov/earthquakes/eventpage/nn00675651
2005,,"[-150.1037, 61.3057, 42.4]",,0191736dxw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191736dxw&format=geojson,,2.0,ml,",ak0191736dxw,",,,,ak,,0.51,"14km NW of Anchorage, Alaska",62,",ak,",reviewed,1548481104923,"M 2.0 - 14km NW of Anchorage, Alaska",0,earthquake,-540.0,1549300862973,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191736dxw
2006,,"[-144.1208, 69.5079, 9.6]",,0191731pi1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191731pi1&format=geojson,,1.3,ml,",ak0191731pi1,",,,,ak,,0.62,"72km SSW of Kaktovik, Alaska",26,",ak,",reviewed,1548479801212,"M 1.3 - 72km SSW of Kaktovik, Alaska",0,earthquake,-540.0,1549300905838,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191731pi1
2007,,"[130.5567, 33.0377, 10]",,2000j94a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j94a&format=geojson,0.282,4.4,mb,",us2000j94a,",,123.0,,us,,0.65,"9km E of Omuta, Japan",298,",us,",reviewed,1548479793830,"M 4.4 - 9km E of Omuta, Japan",0,earthquake,540.0,1555089317040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j94a
2008,,"[-119.7364, 39.1334, 9.5]",,00675654,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00675654&format=geojson,0.027,0.8,ml,",nn00675654,",,119.83,,nn,5.0,0.1423,"4km SE of Carson City, Nevada",10,",nn,",reviewed,1548479076487,"M 0.8 - 4km SE of Carson City, Nevada",0,earthquake,-480.0,1548484505639,https://earthquake.usgs.gov/earthquakes/eventpage/nn00675654
2009,,"[-144.5172, 69.5656, 10.7]",,019172y89u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019172y89u&format=geojson,,2.1,ml,",ak019172y89u,",,,,ak,,0.65,"71km SSW of Kaktovik, Alaska",68,",ak,",reviewed,1548478809313,"M 2.1 - 71km SSW of Kaktovik, Alaska",0,earthquake,-540.0,1549300862201,https://earthquake.usgs.gov/earthquakes/eventpage/ak019172y89u
2010,,"[-117.4432, 36.9459, 6.5]",,00675711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00675711&format=geojson,0.33,0.3,ml,",nn00675711,",,193.0,,nn,6.0,0.1205,"61km W of Beatty, Nevada",1,",nn,",reviewed,1548478769188,"M 0.3 - 61km W of Beatty, Nevada",0,earthquake,-480.0,1548531848726,https://earthquake.usgs.gov/earthquakes/eventpage/nn00675711
2011,,"[-122.7959976, 38.8143349, 2.83]",,73136626,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73136626&format=geojson,0.01424,1.02,md,",nc73136626,",,112.0,,nc,9.0,0.05,"5km NW of The Geysers, CA",16,",nc,",automatic,1548478418510,"M 1.0 - 5km NW of The Geysers, CA",0,earthquake,-480.0,1548479942407,https://earthquake.usgs.gov/earthquakes/eventpage/nc73136626
2012,,"[-98.1691, 28.5296, 5]",,2000j940,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j940&format=geojson,0.453,2.7,mb_lg,",us2000j940,",,122.0,,us,,0.71,"7km N of Three Rivers, Texas",112,",us,",reviewed,1548478411530,"M 2.7 - 7km N of Three Rivers, Texas",0,earthquake,-360.0,1555089316040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j940
2013,,"[-122.813, 38.8245, 2.4]",,73136621,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73136621&format=geojson,0.002538,0.65,md,",nc73136621,",,65.0,,nc,20.0,0.04,"7km NW of The Geysers, CA",6,",nc,",reviewed,1548478380860,"M 0.7 - 7km NW of The Geysers, CA",0,earthquake,-480.0,1549496583905,https://earthquake.usgs.gov/earthquakes/eventpage/nc73136621
2014,,"[-136.7297, 59.916, 5]",,2000j93x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j93x&format=geojson,0.236,2.6,ml,",ak019172nkls,us2000j93x,",,69.0,,us,,0.65,"94km WNW of Skagway, Alaska",104,",ak,us,",reviewed,1548478245050,"M 2.6 - 94km WNW of Skagway, Alaska",0,earthquake,-480.0,1555089316040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j93x
2015,,"[-155.2793274, 19.3998337, 0.74]",,70784891,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70784891&format=geojson,0.006966,1.73,ml,",hv70784891,",,41.0,,hv,20.0,0.19,"5km SW of Volcano, Hawaii",46,",hv,",automatic,1548478146950,"M 1.7 - 5km SW of Volcano, Hawaii",0,earthquake,-600.0,1548478487330,https://earthquake.usgs.gov/earthquakes/eventpage/hv70784891
2016,,"[-67.6905, 19.6906, 74]",,2019026003,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2019026003&format=geojson,1.3534,3.02,md,",pr2019026003,us2000j958,",,281.0,,pr,9.0,0.39,"147km NNE of Punta Cana, Dominican Republic",140,",pr,us,",reviewed,1548478084030,"M 3.0 - 147km NNE of Punta Cana, Dominican Republic",0,earthquake,-300.0,1555089322040,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019026003
2017,,"[-116.7216667, 34.0063333, 14.24]",,38205583,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38205583&format=geojson,0.06913,0.75,ml,",ci38205583,",,122.0,,ci,15.0,0.22,"12km NNE of Cabazon, CA",9,",ci,",reviewed,1548478075660,"M 0.8 - 12km NNE of Cabazon, CA",0,earthquake,-480.0,1548687417514,https://earthquake.usgs.gov/earthquakes/eventpage/ci38205583
2018,,"[-64.0605, 18.6035, 39]",,2019026002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2019026002&format=geojson,1.8469,3.25,md,",pr2019026002,us2000j957,",,350.0,,pr,7.0,0.27,"60km ENE of Road Town, British Virgin Islands",162,",pr,us,",reviewed,1548477734010,"M 3.3 - 60km ENE of Road Town, British Virgin Islands",0,earthquake,-240.0,1555089321040,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019026002
2019,,"[-122.8476667, 38.831, 1.87]",,73136616,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73136616&format=geojson,0.007976,,,",nc73136616,",,76.0,,nc,15.0,0.02,"10km NW of The Geysers, CA",0,",nc,",reviewed,1548477643570,"M ? - 10km NW of The Geysers, CA",0,earthquake,-480.0,1554270063450,https://earthquake.usgs.gov/earthquakes/eventpage/nc73136616
2020,,"[-116.3166, 36.7091, 8]",,00675645,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00675645&format=geojson,0.048,-0.3,ml,",nn00675645,",,73.16,,nn,25.0,0.1421,"45km ESE of Beatty, Nevada",0,",nn,",reviewed,1548477527191,"M -0.3 - 45km ESE of Beatty, Nevada",0,earthquake,-480.0,1548522800236,https://earthquake.usgs.gov/earthquakes/eventpage/nn00675645
2021,,"[-119.7308, 39.1257, 8]",,00675710,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00675710&format=geojson,0.033,0.6,ml,",nn00675710,",,124.92,,nn,5.0,0.089,"5km SE of Carson City, Nevada",6,",nn,",reviewed,1548476822847,"M 0.6 - 5km SE of Carson City, Nevada",0,earthquake,-480.0,1548531109745,https://earthquake.usgs.gov/earthquakes/eventpage/nn00675710
2022,,"[-154.4671, 58.8765, 115.9]",,019172hivp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019172hivp&format=geojson,,2.8,ml,",ak019172hivp,us2000j93m,",,,,ak,,0.52,"100km SSE of Old Iliamna, Alaska",121,",ak,us,",reviewed,1548476545427,"M 2.8 - 100km SSE of Old Iliamna, Alaska",0,earthquake,-540.0,1555089315040,https://earthquake.usgs.gov/earthquakes/eventpage/ak019172hivp
2023,,"[-118.2783, 38.3758, 2.9]",,00675709,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00675709&format=geojson,0.042,0.1,ml,",nn00675709,",,175.73,,nn,4.0,0.1089,"34km ESE of Hawthorne, Nevada",0,",nn,",reviewed,1548476500860,"M 0.1 - 34km ESE of Hawthorne, Nevada",0,earthquake,-480.0,1548530739496,https://earthquake.usgs.gov/earthquakes/eventpage/nn00675709
2024,,"[123.7977, -9.1267, 102.22]",,2000jevn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000jevn&format=geojson,0.777,4.0,mb,",us2000jevn,",,134.0,,us,,0.85,"52km N of Naisano Dua, Indonesia",246,",us,",reviewed,1548476213370,"M 4.0 - 52km N of Naisano Dua, Indonesia",0,earthquake,480.0,1555089430040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000jevn
2025,,"[-97.7695, 37.333, 5.45]",,70255248,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ismpkansas70255248&format=geojson,0.1604,1.59,ml,",ismpkansas70255248,",,212.0,,ismpkansas,7.0,0.03,Kansas,39,",ismpkansas,",reviewed,1548476004630,M 1.6 - Kansas,0,earthquake,,1551320448300,https://earthquake.usgs.gov/earthquakes/eventpage/ismpkansas70255248
2026,,"[-148.8321, 59.9952, 0.2]",,0191722iku,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191722iku&format=geojson,,2.3,ml,",ak0191722iku,us2000j92x,",,,,ak,,0.75,"36km ESE of Seward, Alaska",81,",ak,us,",reviewed,1548474741930,"M 2.3 - 36km ESE of Seward, Alaska",0,earthquake,-540.0,1555089315040,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191722iku
2027,green,"[156.3207, -7.0089, 355]",,2000j92w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j92w&format=geojson,4.326,6.2,mww,",us2000j92w,",,13.0,1.0,us,,1.21,"48km SW of Chirovanga, Solomon Islands",591,",us,",reviewed,1548474697870,"M 6.2 - 48km SW of Chirovanga, Solomon Islands",0,earthquake,600.0,1555089314040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j92w
2028,,"[-123.101333333333, 47.6605, 7.43]",,61510072,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61510072&format=geojson,,1.14,ml,",uw61510072,",,68.0,,uw,12.0,0.28,"20km W of Seabeck, Washington",20,",uw,",reviewed,1548474616900,"M 1.1 - 20km W of Seabeck, Washington",0,earthquake,-480.0,1548641497500,https://earthquake.usgs.gov/earthquakes/eventpage/uw61510072
2029,,"[-116.7698333, 33.6765, 10.79]",,38205543,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38205543&format=geojson,0.05787,0.52,ml,",ci38205543,",,99.0,,ci,19.0,0.12,"8km SSW of Idyllwild, CA",4,",ci,",reviewed,1548474496330,"M 0.5 - 8km SSW of Idyllwild, CA",0,earthquake,-480.0,1548687420781,https://earthquake.usgs.gov/earthquakes/eventpage/ci38205543
2030,,"[-116.6986667, 33.6203333, 11.52]",,38205535,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38205535&format=geojson,0.06357,1.84,ml,",ci38205535,",,27.0,,ci,62.0,0.2,"8km NNW of Anza, CA",52,",ci,",reviewed,1548474433430,"M 1.8 - 8km NNW of Anza, CA",0,earthquake,-480.0,1548687534150,https://earthquake.usgs.gov/earthquakes/eventpage/ci38205535
2031,,"[-152.423, 60.3193, 84.4]",,0191720exs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191720exs&format=geojson,,1.7,ml,",ak0191720exs,",,,,ak,,0.35,"25km SE of Redoubt Volcano, Alaska",44,",ak,",reviewed,1548474160696,"M 1.7 - 25km SE of Redoubt Volcano, Alaska",0,earthquake,-540.0,1549300858994,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191720exs
2032,,"[-155.4956665, 19.3481674, 7.4]",,70784846,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70784846&format=geojson,0.07993,1.74,md,",hv70784846,",,47.0,,hv,45.0,0.16,"15km N of Pahala, Hawaii",47,",hv,",automatic,1548474153140,"M 1.7 - 15km N of Pahala, Hawaii",0,earthquake,-600.0,1548474344770,https://earthquake.usgs.gov/earthquakes/eventpage/hv70784846
2033,,"[-151.2685, 60.9915, 64.8]",,01917200ev,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01917200ev&format=geojson,,1.5,ml,",ak01917200ev,",,,,ak,,0.29,"33km N of Nikiski, Alaska",35,",ak,",reviewed,1548474054199,"M 1.5 - 33km N of Nikiski, Alaska",0,earthquake,-540.0,1549300858327,https://earthquake.usgs.gov/earthquakes/eventpage/ak01917200ev
2034,,"[70.7016, 36.499, 192.86]",1.0,2000j92t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j92t&format=geojson,1.283,4.2,mb,",us2000j92t,",1.0,106.0,,us,,0.56,"42km SSW of Jarm, Afghanistan",271,",us,",reviewed,1548474022610,"M 4.2 - 42km SSW of Jarm, Afghanistan",0,earthquake,270.0,1555089313040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j92t
2035,,"[-149.7616, 61.0455, 33.9]",,019171z9ep,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019171z9ep&format=geojson,,1.5,ml,",ak019171z9ep,",,,,ak,,0.59,"20km SSE of Anchorage, Alaska",35,",ak,",reviewed,1548473824304,"M 1.5 - 20km SSE of Anchorage, Alaska",0,earthquake,-540.0,1549300857678,https://earthquake.usgs.gov/earthquakes/eventpage/ak019171z9ep
2036,,"[70.7363, 36.5295, 186.88]",1.0,2000j92s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j92s&format=geojson,1.242,4.3,mb,",us2000j92s,",1.0,85.0,,us,,0.92,"38km SSW of Jarm, Afghanistan",285,",us,",reviewed,1548473209210,"M 4.3 - 38km SSW of Jarm, Afghanistan",0,earthquake,270.0,1555089313040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j92s
2037,,"[-150.045, 61.4706, 54.1]",,019171wbkq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019171wbkq&format=geojson,,1.8,ml,",ak019171wbkq,",,,,ak,,0.35,"7km SW of Big Lake, Alaska",50,",ak,",reviewed,1548473011933,"M 1.8 - 7km SW of Big Lake, Alaska",0,earthquake,-540.0,1549300856952,https://earthquake.usgs.gov/earthquakes/eventpage/ak019171wbkq
2038,,"[-121.303, 36.6723333, 3.06]",,73136596,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73136596&format=geojson,0.06206,1.02,md,",nc73136596,",,110.0,,nc,20.0,0.06,"13km S of Tres Pinos, CA",16,",nc,",reviewed,1548472559090,"M 1.0 - 13km S of Tres Pinos, CA",0,earthquake,-480.0,1615012594378,https://earthquake.usgs.gov/earthquakes/eventpage/nc73136596
2039,,"[-151.875, 61.9831, 97.7]",,019171ul3q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019171ul3q&format=geojson,,1.6,ml,",ak019171ul3q,",,,,ak,,0.41,"99km WSW of Talkeetna, Alaska",39,",ak,",reviewed,1548472521239,"M 1.6 - 99km WSW of Talkeetna, Alaska",0,earthquake,-540.0,1549300856244,https://earthquake.usgs.gov/earthquakes/eventpage/ak019171ul3q
2040,,"[-112.843, 45.2091667, 13.59]",,80333979,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80333979&format=geojson,0.232,0.73,ml,",mb80333979,",,194.0,,mb,7.0,0.06,"16km W of Dillon, Montana",8,",mb,",reviewed,1548472244190,"M 0.7 - 16km W of Dillon, Montana",0,earthquake,-420.0,1548709029590,https://earthquake.usgs.gov/earthquakes/eventpage/mb80333979
2041,,"[130.3128, 31.2125, 160]",,2000jevk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000jevk&format=geojson,1.966,4.3,mb,",us2000jevk,",,123.0,,us,,0.74,"6km S of Makurazaki, Japan",284,",us,",reviewed,1548472145680,"M 4.3 - 6km S of Makurazaki, Japan",0,earthquake,540.0,1555089430040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000jevk
2042,,"[-149.9652, 61.5104, 44.5]",,019171swm3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019171swm3&format=geojson,,1.3,ml,",ak019171swm3,",,,,ak,,0.47,"1km SSW of Big Lake, Alaska",26,",ak,",reviewed,1548472058618,"M 1.3 - 1km SSW of Big Lake, Alaska",0,earthquake,-540.0,1549300855586,https://earthquake.usgs.gov/earthquakes/eventpage/ak019171swm3
2043,,"[-67.1296, 17.9465, 7]",,2019026001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2019026001&format=geojson,0.0631,1.6,md,",pr2019026001,",,296.0,,pr,3.0,0.4,"6km ESE of Pole Ojea, Puerto Rico",39,",pr,",reviewed,1548470715380,"M 1.6 - 6km ESE of Pole Ojea, Puerto Rico",0,earthquake,-240.0,1548479445475,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019026001
2044,,"[-149.4452, 62.1207, 43.9]",,019171cl8q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019171cl8q&format=geojson,,1.5,ml,",ak019171cl8q,",,,,ak,,0.45,"21km ESE of Y, Alaska",35,",ak,",reviewed,1548469885864,"M 1.5 - 21km ESE of Y, Alaska",0,earthquake,-540.0,1549300905173,https://earthquake.usgs.gov/earthquakes/eventpage/ak019171cl8q
2045,,"[-67.506, 18.5526, 76]",,2019026000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2019026000&format=geojson,0.4039,2.68,md,",pr2019026000,us2000j945,",,314.0,,pr,10.0,0.48,"35km NW of Rincon, Puerto Rico",110,",pr,us,",reviewed,1548469169520,"M 2.7 - 35km NW of Rincon, Puerto Rico",0,earthquake,-240.0,1555089317040,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019026000
2046,,"[-150.7865, 64.3631, 8.2]",,0191718pfn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191718pfn&format=geojson,,1.0,ml,",ak0191718pfn,",,,,ak,,0.42,"71km S of Manley Hot Springs, Alaska",15,",ak,",reviewed,1548468792793,"M 1.0 - 71km S of Manley Hot Springs, Alaska",0,earthquake,-540.0,1549300854884,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191718pfn
2047,,"[-121.924666666667, 46.7598333333333, 6.55]",,61510062,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61510062&format=geojson,,1.28,ml,",uw61510062,",,106.0,,uw,15.0,0.08,"25km NW of Packwood, Washington",25,",uw,",reviewed,1548468616960,"M 1.3 - 25km NW of Packwood, Washington",0,earthquake,-480.0,1548644364900,https://earthquake.usgs.gov/earthquakes/eventpage/uw61510062
2048,,"[-148.7211, 65.0326, 11.7]",,0191717a1p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0191717a1p&format=geojson,,1.1,ml,",ak0191717a1p,",,,,ak,,0.53,"39km WNW of Ester, Alaska",19,",ak,",reviewed,1548468451197,"M 1.1 - 39km WNW of Ester, Alaska",0,earthquake,-540.0,1549300853513,https://earthquake.usgs.gov/earthquakes/eventpage/ak0191717a1p
2049,green,"[165.9765, -10.8381, 35.84]",,2000j92j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j92j&format=geojson,6.096,5.7,mww,",us2000j92j,",,30.0,4.83,us,,1.04,"20km SE of Lata, Solomon Islands",500,",us,",reviewed,1548468441840,"M 5.7 - 20km SE of Lata, Solomon Islands",0,earthquake,660.0,1555089312040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j92j
2050,,"[-116.7981667, 33.5008333, 4.79]",,38205487,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38205487&format=geojson,0.01165,0.67,ml,",ci38205487,",,63.0,,ci,27.0,0.17,"9km NE of Aguanga, CA",7,",ci,",reviewed,1548468099990,"M 0.7 - 9km NE of Aguanga, CA",0,earthquake,-480.0,1548687438619,https://earthquake.usgs.gov/earthquakes/eventpage/ci38205487
